id;name;lv;powerValue;ranking;card_star;card_lv;card_count;skill_lv
531;robot00531;100;10000;531;5;55;4;5
532;robot00532;100;10000;532;5;55;4;5
533;robot00533;100;10000;533;5;55;4;5
534;robot00534;100;10000;534;5;55;4;5
535;robot00535;100;10000;535;5;55;4;5
536;robot00536;100;10000;536;5;55;4;5
537;robot00537;100;10000;537;5;55;4;5
538;robot00538;100;10000;538;5;55;4;5
539;robot00539;100;10000;539;5;55;4;5
540;robot00540;100;10000;540;5;55;4;5
541;robot00541;100;10000;541;5;55;4;5
542;robot00542;100;10000;542;5;55;4;5
543;robot00543;100;10000;543;5;55;4;5
544;robot00544;100;10000;544;5;55;4;5
545;robot00545;100;10000;545;5;55;4;5
546;robot00546;100;10000;546;5;55;4;5
547;robot00547;100;10000;547;5;55;4;5
548;robot00548;100;10000;548;5;55;4;5
549;robot00549;100;10000;549;5;55;4;5
550;robot00550;100;10000;550;5;55;4;5
551;robot00551;100;10000;551;5;55;4;5
552;robot00552;100;10000;552;5;55;4;5
553;robot00553;100;10000;553;5;55;4;5
554;robot00554;100;10000;554;5;55;4;5
555;robot00555;100;10000;555;5;55;4;5
556;robot00556;100;10000;556;5;55;4;5
557;robot00557;100;10000;557;5;55;4;5
558;robot00558;100;10000;558;5;55;4;5
559;robot00559;100;10000;559;5;55;4;5
560;robot00560;100;10000;560;5;55;4;5
561;robot00561;100;10000;561;5;55;4;5
562;robot00562;100;10000;562;5;55;4;5
563;robot00563;100;10000;563;5;55;4;5
564;robot00564;100;10000;564;5;55;4;5
565;robot00565;100;10000;565;5;55;4;5
566;robot00566;100;10000;566;5;55;4;5
567;robot00567;100;10000;567;5;55;4;5
568;robot00568;100;10000;568;5;55;4;5
569;robot00569;100;10000;569;5;55;4;5
570;robot00570;100;10000;570;5;55;4;5
571;robot00571;100;10000;571;5;55;4;5
572;robot00572;100;10000;572;5;55;4;5
573;robot00573;100;10000;573;5;55;4;5
574;robot00574;100;10000;574;5;55;4;5
575;robot00575;100;10000;575;5;55;4;5
576;robot00576;100;10000;576;5;55;4;5
577;robot00577;100;10000;577;5;55;4;5
578;robot00578;100;10000;578;5;55;4;5
579;robot00579;100;10000;579;5;55;4;5
580;robot00580;100;10000;580;5;55;4;5
581;robot00581;100;10000;581;5;55;4;5
582;robot00582;100;10000;582;5;55;4;5
583;robot00583;100;10000;583;5;55;4;5
584;robot00584;100;10000;584;5;55;4;5
585;robot00585;100;10000;585;5;55;4;5
586;robot00586;100;10000;586;5;55;4;5
587;robot00587;100;10000;587;5;55;4;5
588;robot00588;100;10000;588;5;55;4;5
589;robot00589;100;10000;589;5;55;4;5
590;robot00590;100;10000;590;5;55;4;5
591;robot00591;100;10000;591;5;55;4;5
592;robot00592;100;10000;592;5;55;4;5
593;robot00593;100;10000;593;5;55;4;5
594;robot00594;100;10000;594;5;55;4;5
595;robot00595;100;10000;595;5;55;4;5
596;robot00596;100;10000;596;5;55;4;5
597;robot00597;100;10000;597;5;55;4;5
598;robot00598;100;10000;598;5;55;4;5
599;robot00599;100;10000;599;5;55;4;5
600;robot00600;100;10000;600;5;55;4;5
601;robot00601;100;10000;601;5;55;4;5
602;robot00602;100;10000;602;5;55;4;5
603;robot00603;100;10000;603;5;55;4;5
604;robot00604;100;10000;604;5;55;4;5
605;robot00605;100;10000;605;5;55;4;5
606;robot00606;100;10000;606;5;55;4;5
607;robot00607;100;10000;607;5;55;4;5
608;robot00608;100;10000;608;5;55;4;5
609;robot00609;100;10000;609;5;55;4;5
610;robot00610;100;10000;610;5;55;4;5
611;robot00611;100;10000;611;5;55;4;5
612;robot00612;100;10000;612;5;55;4;5
613;robot00613;100;10000;613;5;55;4;5
614;robot00614;100;10000;614;5;55;4;5
615;robot00615;100;10000;615;5;55;4;5
616;robot00616;100;10000;616;5;55;4;5
617;robot00617;100;10000;617;5;55;4;5
618;robot00618;100;10000;618;5;55;4;5
619;robot00619;100;10000;619;5;55;4;5
620;robot00620;100;10000;620;5;55;4;5
621;robot00621;100;10000;621;5;55;4;5
622;robot00622;100;10000;622;5;55;4;5
623;robot00623;100;10000;623;5;55;4;5
624;robot00624;100;10000;624;5;55;4;5
625;robot00625;100;10000;625;5;55;4;5
626;robot00626;100;10000;626;5;55;4;5
627;robot00627;100;10000;627;5;55;4;5
628;robot00628;100;10000;628;5;55;4;5
629;robot00629;100;10000;629;5;55;4;5
630;robot00630;100;10000;630;5;55;4;5
631;robot00631;100;10000;631;5;55;4;5
632;robot00632;100;10000;632;5;55;4;5
633;robot00633;100;10000;633;5;55;4;5
634;robot00634;100;10000;634;5;55;4;5
635;robot00635;100;10000;635;5;55;4;5
636;robot00636;100;10000;636;5;55;4;5
637;robot00637;100;10000;637;5;55;4;5
638;robot00638;100;10000;638;5;55;4;5
639;robot00639;100;10000;639;5;55;4;5
640;robot00640;100;10000;640;5;55;4;5
641;robot00641;100;10000;641;5;55;4;5
642;robot00642;100;10000;642;5;55;4;5
643;robot00643;100;10000;643;5;55;4;5
644;robot00644;100;10000;644;5;55;4;5
645;robot00645;100;10000;645;5;55;4;5
646;robot00646;100;10000;646;5;55;4;5
647;robot00647;100;10000;647;5;55;4;5
648;robot00648;100;10000;648;5;55;4;5
649;robot00649;100;10000;649;5;55;4;5
650;robot00650;100;10000;650;5;55;4;5
651;robot00651;100;10000;651;5;55;4;5
652;robot00652;100;10000;652;5;55;4;5
653;robot00653;100;10000;653;5;55;4;5
654;robot00654;100;10000;654;5;55;4;5
655;robot00655;100;10000;655;5;55;4;5
656;robot00656;100;10000;656;5;55;4;5
657;robot00657;100;10000;657;5;55;4;5
